id,text,cluster,x,y,date
3924,"Пьяный водитель понял, что проехал не на тот свет, после того, как его лично остановил  Апостол Петр.",4,0.9919749,8.344714,
3925,"Свинья, увидевшая на дворе мангал, начала ловить мышей и лаять на чужих.",3,1.5844392,10.105597,
3926,"Нашла где растет валерьяна. Выкопала. Вымыла и метелку из надрезанных корней повесила на забор соседу, у которого шавка тупая и постоянно лает.Теперь у меня зрелище. Толпы кошек-наркоманов идут, как зомби, а собака сходит с ума. Жду, когда падла охрипнет, или хозяин ее пристрелит!",3,1.4649664,10.484913,
3927,"Один веб-дизайнер, радостно:- Я тут с девушкой познакомился — красивая, обалдеть!Второй, настороженно:- А ты ее во всех браузерах видел?",1,-1.319052,9.935342,
3928,Останавливают милиционеры вебмастера поздно ночью и спрашивают:- Твой адрес?- 223.56.65.98,1,-0.92554003,11.026766,
3929,И женился Иван-царевич на Царевне-лягушке... И получил в придачу Жабу-тёщу. Которая шкурку свою сбрасывать - не умеет...,3,1.3435756,10.841793,
3930,"Радио. Передача ""по заявкам"". В студии раздается звонок. Из трубки:- Здравствуйте, поставьте пожалуйста песню, в которой поется про то, как несколько человек делили наследство своего богатого родственника. Названия к сожалению не помню.Ведущий:- Что-то я такой песни не помню. Какие-нибудь слова из этой песни не подскажите?- ""13 человек на сундук мертвеца...""",1,-0.4400693,11.269753,
3931,"- Вася, что у тебя с глазами?- Весенний приступ косоглазия – это всё женщины… Хочется одновременно глядеть на грудь и на попу.",1,-1.4100603,9.823528,
3932,"Приходит Янукович к гадалке и спрашивает:- Правда ли, что я умру трагической смертью?Та раскинула карты. Говорит:- Я вижу день твоей смерти. Не волнуйся. Ничего трагического. Все поют, танцуют, радуются.",3,-1.1591451,11.080456,
3933,"90% родителей предпочитают телефоны марки «Ему новый, а тот - нам».",3,0.64159787,9.703162,
3934,"В кинотеатре идет фильм ""Дом грез"", сцена, в которой отец с двумя дочками смотрят в окно и в это время раздается грохот распахнувшейся рамы. Дети завизжали, а половина зала вздрогнула. Отец шутливо ругается на детишек: ""Кто написал в штанишки? Кто написал в штанишки?"". Тут из зала раздается робкий женский голос: ""Я..."".",3,0.18551159,10.658337,
3935,"- Почему на Западе борются за директорский стол, а у нас за кресло?- Потому что там хотят работать, а нас - царствовать...",0,3.357323,7.2144117,
3936,"- Рабинович, я возвращала вам лейку, которую одолжила на той неделе?- Увы, нет, Роза Марковна.- Что же делать? А я снова хотела её у вас одолжить.",1,-0.68190455,10.076296,
3937,"Пират Джон Сильвер быт такой злой потому, что каждый день вставал не с той ноги.",2,1.3262137,9.006735,
3938,"Только наш человек может прийти домой в 5 часов утра и поставить будильник на 6 часов, чтобы не опоздать на работу.",2,0.56343955,7.675843,
3939,"Эстонской акушерке пришлось повозиться с новорожденным, поэтому у него в графе ""дата рождения"" записано март-апрель 2012 года.",3,0.5715919,9.79846,
3940,"Ребёнок леди Гаги сразу стал выговаривать имя матери, потому что он тот ещё гусь.",3,1.3815486,9.945739,
3941,"Одна девочка, у которой было много пирсинга, однажды сняла его.И её мама начала сливать через неё макароны.",3,1.2551155,9.50361,
3942,Первая заповедь геев: наш тыл должен быть надежно прикрыт!,2,1.543832,7.4699335,
3943,"Новый ""растишка"", теперь в полторашках!",4,1.8785901,9.28628,
3944,"Она вдребезги разбила мужскую логику после того, когда сорок минут объясняла сотруднику ГИБДД, что права остались в другой сумочке, потому что вчера она была в других босоножках.",5,1.759401,9.830883,
3945,"- Девушка, как вас зовут?- Неважно!- Выглядите так же!",1,-0.69340575,9.201497,
3946,"Две подруги в переполненном метро:- Блин, какая толкотня!- Странно, вчера на дискотеке ты это называла атмосферой.",1,-1.3269261,11.3361845,
3947,"Друзья в Одноклассниках - как шариковые ручки, 120 штук и только несколько пишут!",2,1.178544,7.939603,
3948,"Как уже задолбала эта хрень ""сделай сам"" из Икеи! Хотел там на днях купить пару лампочек, так они продали мне набор для выдувания стекла!",4,0.495807,9.72078,
3949,"Вторая мировая война. К немцам в плен попали трое: француз, русский и еврей. Немецкий офицер говорит:- Мы вас будем расстрелять! Но как благородная нация выполним ваше последнее желание.Француз попросил молодую женщину, русский - бутылку водки, а еврей - немножко клубники.- Ты что? Где мы тебе в октябре найдём клубнику?- Ничего страшного, я могу подождать до лета...",1,0.01813149,11.934164,
3950,"Проспала на работу. Звоню начальнику, говорю, что воды нет.Иду в ванную - и действительно, воды нет.В следующий раз скажу, что деньгами дверь завалило.",1,-1.5356334,10.669522,
3951,"Самое главное в окрошке, достав её из холодильника, - не разогреть ее в микроволновке по привычке!",2,1.0940987,7.5635204,
3952,"Когда я смотрел матч Россия-Литва, а в комнату зашли предки, я тут же переключил на порно.",5,1.8124768,9.392745,
3953,"К директору цирка приходит человек, ставит на стол чемоданчик, оттуда выбегают мышки во фраках, достают из крохотных футлярчиков музыкальные инструменты и играют Вторую симфонию Чайковского. Директор:- Невероятно! Потрясающе!- Ну что, берёте?- Нет, не могу - первая скрипка у вас, по-моему, еврей.",1,-0.9021131,11.603167,
3954,"Я родился в очень простой семье. Настолько простой, что, когда я сказал маме, что по Бирме прошел циклон, она сказала:- О, кстати, надо пойти во двор собрать белье.",3,0.6592434,9.849367,
3955,"Он был настолько жадным, что, когда ему приснилось, что он ужинает в ресторане, он поскорее проснулся, чтобы не платить.",2,1.0605218,8.334994,
3956,"- А вы знаете, как переводится на немецкий язык фамилия Масляков?- Как?- Бутерман.- А Рабинович?- А Рабинович не переводится.- Да-а, не перевелись ещё Рабиновичи на земле немецкой.",0,2.376384,10.715629,
3957,"Всё, что нам помогает, делает нас беспомощнее.",2,1.7781872,7.027906,
3958,"Рабинович в кругу семьи рассказывает, как он геройски воевал:- Спрыгиваю я в окоп, смотрю - немец! Я выхватываю шашку, бац его по руке и бегу дальше.- Постой, почему по руке, а не по голове?- Зачем же я его буду бить по голове, если он уже был без головы?",1,0.11598521,11.926478,
3959,"Обувь ""Ральф Свингер"" - поносил сам, дай поносить другому!",2,0.9693355,8.438044,
3960,Гот Максим назвал свою кошку Смерть.И теперь частенько по вечерам играет со Смертью.,3,1.4648545,10.149391,
3961,Мальчик из неблагополучной семьи вырос и создал ещё более неблагополучную семью.,3,1.3301541,8.990569,
3962,"Если очень долго сидеть на жопе и страдать всякой фигней, в конце концов кто-нибудь за это начнет платить. Это и есть самый верный путь к успеху.",2,1.2506373,7.1774178,
3963,"Депутаты Гудков и Пономарев внесли в Думу альтернативный проект закона о митингах, а солнцевская братва - альтернативный проект Уголовного кодекса.",0,3.861718,9.257906,
3964,"Велика Россия, а велика поставить негде.",0,3.8055663,7.980523,
3965,Только на рынке ритуальных услуг постоянно происходит оживление.,4,2.9729173,8.241416,
3966,"В Мавзолее внезапно ожил Ленин и сразу позвал  к себе лидеров КПРФ. Зюганов его спрашивает:- Ну что, Владимир Ильич, опять будет брать власть в стране? Начинаем, как обычно, с захвата почты, телеграфа и телефона?- Э-э, батенька, да вы отстали от жизни. Сегодня надо брать интернет. Вы через “Одноклассников” и “ВКонтакте” поднимайте революционно настроенных рабочих, крестьян и матросов, а я в “Твиттере” обращусь к народу.",0,4.8003383,9.776895,
3967,"- Я могу запросто соблазнить 100% девушек, вот смотрите. Эй, красотка, хочешь меня?- Нет.- О, статистическая погрешность.",1,-0.9944348,9.542173,
3968,"Недавно стало известно, что АвтоВАЗ будет производить машины марки ""Nissan"".И это правильно! Если не получается улучшить свой автопром, давайте портить автопром конкурентов.",7,2.9886727,9.516698,
3969,"Хозяин - кассиру:- Мне донесли, что ты воруешь деньги из моей кассы!- А вы как хотели, - удивляется кассир, - чтобы я работал у вас, а деньги воровал у кого-то другого?",1,-0.59567434,10.984448,
3970,Наблюдение: туалетная бумага заканчивается всегда неожиданно!Вывод: Последние пол метра нужно пропитывать перцовым раствором!!,4,0.43840617,8.889071,
3971,"Мужик сказал, мужик по столу кулаком врезал, мужик свои вещи из окна ловит...",3,1.1605276,9.144141,
3972,"Мужской и женский силуэты на фоне моря и заката. Страстные поцелуи и объятия, а потом - громкий плач и стоны отчаяния. Подходим ближе...Что ж, всё ясно - русалка и кентавр...",5,-0.98490995,8.862399,
3973,"Армянское радио спросили, что это такое - зимой белый, а летом серый.Ответ гласил - маскировочный халат.",4,3.4029083,9.670181,
3974,"Конечно, время - деньги, но уйма свободного времени это не уйма свободных денег.",2,1.805879,6.8845525,
3975,"Рaзмeры Вaтикaнa нeсопостaвимы с eго рaскручeнностью. Тaк всeгдa бывaeт, когдa у тeбя влиятeльный пaпa.",2,2.4456534,7.132105,
3976,Работаю в ресторане Петербурга. После первого дня саммита к нам нагрянула вся верхушка Киргизии при всех телохранителях. Очень хитро было с их стороны. Потому что Главного КИРГИЗА мы так и не узнали...,0,4.205587,9.726586,
3977,Трогаю пальчиком веснушки у парня.- Тебя солнышко поцеловало!- А мама говорит меня тараканы обосрали...,3,0.17671303,11.044415,
3978,"В детском саду:- А мама мне платье купила! Угадай какое, на букву ""Ф""!- Фиолетовое?- Нет!- Фиалковое?- Нет!- Ну какое тогда?- Фклеточку!",3,-0.20193037,10.771256,
3979,Первое правило мужчины: не ленись стирать смски и носки.,2,0.4072388,7.3271775,
3980,"Не... я конечно понимаю, что нас 70 лет пугали загнивающим капитализмом, но, какого хуя, нас уже 20 лет троллят его демо-версией???!!!",0,3.127456,7.422659,
3981,"Конечно, если я называю тебя гондон, то наверняка подразумеваю надежность, целостность и тонкий банановый аромат.",2,1.1835436,7.9031067,
3982,"- Внук, я твою металлическую пластинку с яблочком подложила под ножку шкафа, чтобы не шатался.- Хорошо, ба... Что? Что? Что?!! Айфон!!!",1,-0.8675458,10.219183,
3983,Новости из России. Вчера Владимир Владимирович Путин всё сделал правильно.,0,4.826371,9.168166,
3984,- Семеро одного не ждут! - сказали медсёстры и приступили к плановой операции без хирурга.,2,1.7901393,7.5567975,
3985,"Ваше мнение для меня, безусловно, очень важно, поэтому спрячьте его в надёжное и безопасное место, например, в задницу.",2,0.59179294,7.4787374,
3986,"Помню, как я впервые разделся перед женщиной... она закричала, и меня выкинули из автобуса.",2,0.3975259,8.313506,
3987,Не бери от жизни всё. Зачем тебе столько дерьма?,2,0.984821,6.7528453,
3988,"Если вы хотите изменить мир, то для начала попробуйте хотя бы не наедаться на ночь.",2,0.9040519,7.440175,
3989,"- Правда ли, что женатые мужчины живут дольше холостых?- Нет, это иллюзия, просто им жизнь кажется длинней.",5,-1.4316294,8.52432,
3990,"В кобуре полицейского лежал водяной пистолет, и, когда шёл дождь, патроны были бесконечные.",4,1.9642042,9.1805105,
3991,"Нет худа без добра. Ограблен оптовый склад, зато охранник прошёл ""Angry Birds"".",3,1.5183873,9.601899,
3992,"Американские дети, приглашённые на Кремлёвскую ёлку, были в шоке, когда погас свет, и русские дети начали хором звать Угрюмого Мертвеца (Dead Morose, prichodi!).",4,1.5329816,10.632886,
3993,"Как меня бесят эти люди, которые в час ночи сидят под моим окном на лавке и играют на гитаре. У них что, Интернета нет?",2,1.5269455,7.925244,
3994,- Привет. Говорить можешь?- Могу. Лет с трёх.,1,-0.5591165,9.401623,
3995,"Приходит блондинка к врачу:- Доктор, у меня язык болит!- Покажите. Да-а, где же вы его так обожгли?- Дома чай горячий пила.- Так вы бы его разбавили.- Да я так и делала: отхлебну глоток - подолью кипятка из чайника, отхлебну - подолью...",6,-2.3927283,10.514928,
3996,Вот и сказочке конец! Вор-рецидивист по кличке Муромец по приговору суда получил 30 лет и 3 года.,2,1.6639333,8.7744,
3997,"По статистике, в Южном Бутово прохожий успевает сделать на свой навороченный iPhone всего одну фотографию, на которой будут изображены трое бегущих на него гопников.",2,2.0185878,7.876551,
3998,"Парочка долго и разнообразно занимается любовью. Вдруг в процессе он спрашивает:- Дорогая, извини за неуместный вопрос...Я понимаю, что у тебя не первый, но, может быть, хотя бы второй?- Конечно второй, дорогой. А с чего это тебя сегодняшняя последовательность заинтересовала?",1,-1.53725,9.446467,
3999,"Заболела голова, и появилась какая-то сыпь на теле, наподобие аллергии. Зашел в интернет, полистать мед.сайты, чтобы узнать, к чему симптомы. Узнал, что у меня сифилис, гонорея и диатез.",6,0.46910524,8.88653,
4000,"Жизнь дала новый ответ на головоломку про волка, козла и капусту, - отжать ""капусту"" и кинуть остальных козлов.",3,1.2430007,11.067351,
4001,"Ничто так не мотивирует быть аккуратным, как маленькие дети путающиеся под ногами.",2,1.5550742,7.9506545,
4002,"- Ой, ну это как в школе. Сама нацарапаешь на парте ""Ваня+Маня="", сама потом и крик подымаешь: ""Нет, это не я писала! Это неправда! Какой дурак это сделал?"", а втихаря сама думаешь:""Может, Он увидит, и задумается...""- Со знанием дела)) Признавайся, писала на партах?))- Нет, это не я писала! Это неправда! :-)",1,-0.043717638,9.843678,
4003,"- Поздравляю, я слышал ты наконец женился по обоюдному согласию!- Ага, по согласию - её, и её брата, который досрочно откинулся:(",1,-1.6718055,9.386768,
4004,Невидимая рука рынка постоянно шарится в моём кармане.,2,2.2072902,7.3571277,
4005,"Вопрос с молодёжного интернет-форума:- Что делать? Привёз подругу на экзамен. И перед тем, как выйти из машины, она мне заявляет: ""Всё, милый, между нами всё кончено. Прощай и прости"" и убегает. Потом трубку не берёт, на эсэмэски не отзывается...Через два часа звонок: ""Милый, ты чудо! Ты так хорошо меня ругал, я получила пятёрку!"". Ваши действия?",1,-1.1896592,10.807327,
4006,Загримированный Путин заработал уже два золота на олимпиаде. А что ты сделал для своей страны?,0,4.9058313,9.336422,
4007,Опять Россию спасают дзюдоисты!,0,3.710258,9.01575,
4008,В соц.сети:- Почему ты меня из друзей удалила?- Потому что ты меня бесишь!- А ничего что мы женаты?!,1,-1.4836764,9.761192,
4009,"- Привет сестренка! Куда на работу устроилась?- В мэрию!- Ну вы даёте! Мать в налоговой, отец в ДПС - нас и так весь дом ненавидит!",3,-0.40284035,10.878426,
4010,"Милые девушки, известно, что каждая снежинка уникальная.Но почему-то они не выпендриваются по этому поводу.",5,-0.25848755,7.1881266,
4011,Священник в церкви:– Объявляю вас мужем и женой! Можете написать об этом в Твиттер.,1,-1.4916586,9.102253,
4012,- Ты же моя птичка!- Какая?- Мозгоклюйка!..,3,0.52119404,10.210829,
4013,Как гласит древняя китайская мудрость: любую херню можно оправдать древней китайской мудростью.,2,1.3773597,6.5860224,
4014,"У меня самый романтичный мужчина на свете! Он заплакал, когда на капоте его машины я нацарапала сердце!",1,-1.6393456,9.221523,
4015,"Вышла версия ""Камасутры"" для евреев. На всех картинках присутствует мама и таки дает советы!",3,1.8297824,9.635781,
4016,Лёгкая придурковатость делает человека практически неуязвимым.,2,0.80681604,6.780726,
4017,"""я знаю, где ты"" - такая смс от жены немедленно меняет все планы на вечер.",1,-1.3830346,8.988671,
4018,"Чтобы в детстве купить пиво, пародист Александр Песков переодевался во взрослого.",3,1.4380039,9.234271,
4019,"Консультант ""Евросети"" Людмила, задав традиционный вопрос: ""Чем я могу вам помочь?"", даже не представляла, что ей придётся копать картошку.",3,0.34461632,10.097649,
4020,"- Мамочка, а нам сегодня прививки делали!- Ну ты, доченька, надеюсь, не плакала?- Нет, мама, они меня не догнали!",3,-0.27974522,10.523656,
4021,"Стивен Сигал, передвигаясь на поезде, ездит исключительно на крыше вагона. Так ему как-то спокойнее...",2,1.5590805,7.973929,
4022,"Мужья! После десяти лет брака приставать к жене со своими сексуальными фантазиями чревато: удивить сложно, а достать -- запросто...© Ivan Fuckov",5,-1.3114952,8.578295,
4023,"Конгресс онанистов. Заседания по секциям: правой - 500 человек, левой - 400 человек, ртом - 50, жопой - один делегат из Нигерии).",0,3.928432,8.202114,
4024,"- Рабинович, вам нужен хороший адвокат?- Ой вэй, мне бы судью хорошего!..",1,0.09459523,10.262842,
4025,"- Придумай синонимы к слову ""нежить"".- Легко: зомби, вампиры, инферны...- Не-а, синонимы - любить, холить...",5,-0.19670433,9.3530445,
4026,"После того, как мой начальник изрёк мысль, что анальный секс - панацея от всех болезней, я ни разу не заболел, а при начальнике даже кашлянуть боюсь.",2,0.8581841,6.93015,
4027,"Интернет-зависимость - заболевание, передающееся воздушно-кабельным путём.",2,1.3627679,8.601704,
4028,"Отец не узнавал своего сына Василия, чтобы тот вырос богатым.",2,1.6751359,9.039213,
4029,"Если женщина тебя простила, значит ей что-то от тебя нужно.",5,-0.7338625,7.5484853,
4030,Сын Дмитрия Медведева  поступил в МГУ. Конкурс был серьезный - 23 вуза на 1 место.,0,3.3121505,9.652306,
4031,"- Раньше у нас не было секса, зато детей было много.- А сейчас секса много, а детей мало. Интересно, почему?- Мало  любви.",1,-1.2814405,9.016494,
4032,Декольте - это ещё одна форма сохранения материи.,5,0.17756288,7.51538,
4033,"Тебя уволили с работы? Возьми напрокат крутой ""мерс"", встреть бывшего шефа, поблагодари!",7,1.2944272,8.866796,
4034,"Метатель, послав молот за отметку мирового рекорда, понял, что белые таблетки, которые утром ему дал тренер, были не от кашля!",6,3.7826433,10.391412,
4035,"Жена - мужу:- Когда тебе хочется секса, я для тебя просто розетка.Муж:- Это ты – розетка, а хорошая жена - тройник!",1,-1.8385956,9.814131,
4036,"- Забыла серьги дома, так и ходила голой целый день.",2,0.7716494,8.328659,
4037,"- На какого сказочного персонажа похож Пенсионный фонд?- На Колобка. Он и от бабушки ушел, и от дедушки ушел.",3,1.9547583,10.206298,
4038,"- Выглядишь так, что тебя хочется воскресить, а не разбудить...",2,0.8615772,7.1762767,
4039,"Как странно... говорят, чтобы привыкнуть к фитнесу нужно посетить 20 тренировок, а к булочке привыкаешь с первого раза.",4,0.7018328,8.134413,
4040,"В наш век заняться сексом – это мелочь, которая ни к чему не обязывает. А подарить цветы – поступок серьезный, на который не каждый может решиться.",5,-0.8521507,8.330207,
4041,"""Убирайся!"" - заорала жена на мужа, ввалившегося в дверь в пять часов утра. Он тут же схватил веник и начал подметать!",1,-1.1733135,8.637655,
4042,У Чака Нориса в туалете вместо бумаги висит клетка с ёжиком.,3,1.361108,9.44236,
4043,"Есть женщины красивые. Есть женщины, в которых что-то есть. Есть девушки, в которых что-то есть, если крепко выпить и ничего не есть.",5,-0.39446637,7.444554,
4044,"- Рабинович, вы в последнее время стали таким ярым противником личного автотранспорта!- Конечно, ведь автомобили отравляют воздух, создают аварийные ситуации, от них всякие ""пробки"", мешающие общественному транспорту.- А если честно?- Если честно... у меня нет денег на машину.",0,3.152919,8.53813,
4045,"Самые суровые бабушки это Челябинские, они носки вяжут из колючей проволоки.",5,1.7112246,9.179555,
4046,"Женятся по любви менее четверти брачующихся, по расчёту примерно столько же, остальные женятся по недоразумению.",5,-1.2842324,8.170597,
4047,"Эрвин Шрёдингер ходил по комнате в поисках нагадившего котёнка, а тот сидел в коробке ни жив ни мёртв.",3,1.6742238,9.832829,
4048,"Он уже стал называть жену Пипеткой, но она все равно продолжала капать ему на мозги.",5,-0.23260477,8.189422,
4049,У Николая Валуева самые тихие в мире соседи-металлисты.,2,1.4495963,7.3057218,
4050,"Познакомился в Интернете с умной красивой девушкой, а потом при встрече оказалось, что это лысый толстый мужик. Поэтому и секс был не очень...",5,-1.1050167,9.2115345,
4051,Apple запатентовала патент на запатентование патента.Samsung отдыхает.,2,2.7943106,9.321535,
4052,Один бомж хвастается другому:- Каждый день через мою постель проходят тысячи женщин!- Классно! А где ты живёшь?- В метро.,1,-1.2291038,11.595723,
4053,"Такое ощущение, что правители всех государств дружно поверили в конец света в декабре 2012 года и делают всё, чтобы он, не дай Бог, не сорвался...",0,2.9993415,8.258905,
4054,"Совет девушкам: если вы не можете выбрать одного из двух мужчин, то выбирайте второго. Потому что если бы вы по-настоящему любили первого, то второй бы не появился.",5,-0.9386506,8.609365,
4055,"- Хорошо девушке, захотелось ей мужика - пишет ему, не мог бы ты прийти ко мне - у меня компьютер тормозит, вирусы, винда тупая, синий экран.- Да-а. А мужику что сказать? Не могла бы ты прийти ко мне - мне чего-то борща захотелось?..",1,-1.0151727,10.5196905,
4056,Стоматолог вырвал у президента Таджикистана 1/32 золотого запаса страны.,0,4.099596,9.347828,
4057,"Как удобно: если реветь два часа подряд, то тушь смывать уже не нужно.",2,0.77162874,6.9790764,
4058,"Русский народ умеет выживать там, где другие народы просто живут.",0,3.6291652,8.203882,
4059,"- Ты служил во флоте?- Служил... Но я же не знал, что это - вафлота!",1,0.0348456,10.210436,
4060,"Часто в фильмах видишь, как плохие парни вышибают из главного героя долги.И хотелось бы спросить у него :""А почему ты не взял в долг у хороших парней?""Но и сам понимаю , что хорошие парни - в долг не дают ...",1,-0.66022766,9.73683,
4061,- Моя молодость прошла в эпоху строительства пирамид.- Египетских?- Финансовых...,0,2.9034233,8.027786,
4062,"Девушка - своему парню:- И что бы ты без меня делал?!- Да то же, что и с тобой, только с другой.",1,-1.2826954,9.431707,
4063,"Даже если вы ни черта не понимаете в химии, лёжа в ванне, вы обязательно от начала до конца прочтёте состав шампуня на оборотной стороне флакона.",2,0.7656479,7.6255617,
4064,"Собака, живущая рядом с киоском Шаурмы, обгоняет гепарда!",3,1.5659947,10.059701,
4065,"Весь вечер тупо смотрел в ящик... Наверное, пришла пора купить телевизор.",2,1.2347832,8.1715355,
4066,Диета - это как родео. Не удержишься - разнесет к ебеням!,4,0.9236392,8.205912,
4067,"Хочется, чтобы примчался, запыхался, ворвался и спас! А у него: то поздно, то дождливо, то поясницу ломит, то у коня — выходной!",3,0.14738847,11.67072,
4068,"Призналась, дура, своему, что не дождалась его из армии.Теперь достает: с кем не дождалась, сколько раз не дождалась...",1,-0.21947578,8.882132,
4069,Беседуют американец с русским:А: А у нас в Америке самое опасное животное - это медведь гризли. Особенно если голодный. А у вас? Небось тоже медведь?Р: Неа! У нас в России самое опасное животное - это песец. Особенно если полный!,3,1.4583739,10.635106,
4070,"Девушки приходит в салон красоты- Знаете, фенечка которую вы мне поставили в пупок слишком тяжеловата- Ну-ка поднимите майку, покажите ваш пупок... Эй Колян, твой брелок с ключами нашелся!!!",1,-1.1888759,10.581508,
4071,"Узнав, что фракция КПРФ будет голосовать за закон о защите чувств верующих, В. И. Ленину надоело вертеться, он встал и ушел.",0,4.056667,9.653051,
4072,"Православные активисты подали в прокуратуру иск с требованием признать Землю плоской, т.к. сама мысль о том, что Земля круглая, оскорбляет их чувства.",0,3.6420872,9.525214,
4073,"- Прикинь, ехал вчера по трассе, а мне дорогу лось перешёл.....- Лось фигня, мне вчера дорогу лосось перешёл",3,0.33698785,10.861668,
4074,"Госдеп, ставя на Собчак, поставил не на ту лошадь...",0,2.644018,10.19787,
4075,Если взять простую девушку и накрасить .. то она сразу же станет сложной.,5,-0.23149885,7.440476,
4076,"Новости:""Опрос на улицах Челябинска показал, что на вопрос ""Поддерживаете ли вы толерантность по отношению к меньшинствам"" 99,5% опрошенных дали положительный ответ...""Новости:""Исследование социологов показало, что, оказывается,  99,4% жителей Челябинска совершенно наоборот понимают значение слова ""толерантность""...",0,3.7580385,8.340268,
4077,"Бывает, накроет дикая тоска, встанешь, подойдёшь к окну, посмотришь на звёзды, решишь изменить свою жизнь - и назад за компьютер.",2,0.70503384,7.729648,
4078,"Когда мы ссоримся с женой, я всегда смотрю на неё сверху вниз, потому что я - главный в доме, а со шкафа это доказывать удобней.",5,0.076917365,8.671045,
4079,"Если вы перед тем, как на полном ходу врезаться в дерево, начинаете выяснять, где у вашей машины находится тормоз - посмотрите в зеркало. Скорее всего, он там.",7,1.0366122,11.057302,
4080,"Загадочная женщина загадит жизнь кому угодно...А если не успеет, то придёт догадливая и догадит.",5,-0.96333903,7.5351915,
4081,"Тёща спрашивает у зятя:- Что это ты читаешь ребёнку?- ""Красную шапочку"".- А ведь если подумать: Волк съел бабушку! Какой кошмар! Кто только пишет такие сказки детям!?- Зятья, наверное...",3,0.6767424,10.945253,
4082,"- Блин, ну не варится у меня с ней!- Попробуй пожарить...",1,-0.16534606,9.238059,
4083,"У всех девушек есть тараканы в голове. Но есть такие девушки, у тараканов которых есть свои тараканы...",5,-0.35806796,7.26285,
4084,"Как выясняется, моё решение вылизать баночку из-под йогурта, работая единственным мужчиной в коллективе, преимущественно состоящим из незамужних девушек, было хорошей идеей...",5,0.09142622,7.276094,
4085,"- Не уходи! - умоляла она, в отчаянии ломая руки.Но он так и ушёл... со сломанными руками.",2,0.39796227,8.256068,
4086,"Первое правило математики:Если задача решается достаточно легко, значит, ты просто что-то делаешь неправильно.",2,1.3259405,6.533059,
4087,"В жизни каждый из нас сталкивается с нелёгким выбором: или компьютер, или подгоревшая яичница.",2,0.9560204,7.365397,
4088,"Утро бывает добрым, наверное, тогда, когда просыпаешься часиков так в 11 и любимая сонная морда спит на соседней подушке.",5,0.453337,8.043821,
4089,"- В ванную пойдешь - аккуратнее, пожалуйста. Там в ванне кот спит.- То есть, мне мыться так, чтобы его не намочить?",3,0.2817624,9.851057,
4090,"Искусство руководителя - найти человека который будет делать за него его работу, искусство руководителя найти человека на которого можно свалить вину за несделанную работу.Высшее искусство руководителя и за и за другое получить награду.",2,1.8039882,6.642016,
4091,"Первый iPhone 4 в России был показан в руках Президента, первый iPhone 5 в России был показан в руках Тины Канделаки... Забавное изменение целевой аудитории.",0,3.5722203,9.786493,
4092,"- Давайте просто посидим молча!?.. Здесь так красиво, не хочу нарушать эту тишину.- Тяните билет!",1,-0.20983474,9.102336,
4093,Сессия в техническом вузе - это сбор подписей в поддержку кандидатов в инженеры.,0,2.796978,8.040105,
4094,"- Я у деда девайс прикольный видел. Прикинь и клавиатура, и принтер в одном корпусе.- Придурок, это печатная машинка.",1,0.21591978,9.898956,
4095,"- Как поживает твой тесть?- Не спрашивай...- Что,заболел?- Хуже.- Умер?- Хуже. Он сменил пол и теперь у меня две тёщи.",6,-2.215738,10.14246,
4096,"Крик души: ""Женщины, милые, перестаньте худеть, на досках мы и в гробу полежим!""",2,0.33459172,8.126849,
4097,"Я сказал ей, что хочу попробовать что-то новое в постели. Она показала мне, как технично поменять пододеяльник.",5,-0.65864545,8.344343,
4098,"У каждой девушки есть хорошая сторона. Та сторона, на которой сиськи.",5,-0.2703796,7.2471275,
4099,"Маленькие хитрости. Проездной прослужит немного дольше, если вы проедете свою остановку.",1,-0.7657939,12.242271,
4100,"Жена кричит на мужа:- Бросай курить! Знаешь, что мы могли бы купить на те деньги, что у тебя уходят на сигареты?Муж отвечает:- Знаю. Тебе - шубу, мне - ничего.",1,-1.7891632,9.992728,
4101,"По данным социологических исследований, лишь 25% организаций пользуются услугами креативных агентств для разработки сценария корпоративного Нового года. Остальные 75% продолжают доверять алкоголю.",4,2.133787,7.6851873,
4102,"- Путин сказал, что в этом направлении мы впереди планеты всей.- А он не уточнил планету?",0,4.7831306,9.181089,
4103,"Отец в присутствии матери отчитывает недавно женившегося сына:- Ты почему так грубо разговариваешь со своей женой? Запомни, сын, даже такая старая, беззубая, кривоногая дура, как твоя мать, любит, когда ты ей говоришь комплименты.",3,-0.30624053,10.06546,
